@relation banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0, unlabeled}
@inputs At1, At2
@outputs Class
@data
-2.08, -1.78, unlabeled
-0.635, 1.94, unlabeled
1.23, 0.458, unlabeled
-0.214, 0.38, unlabeled
0.56, 0.491, unlabeled
0.291, -0.795, unlabeled
1.46, 0.0373, unlabeled
0.678, 0.961, unlabeled
-0.622, 0.804, unlabeled
0.517, 1.46, unlabeled
1.31, -0.566, unlabeled
-0.214, -1.27, unlabeled
-1.91, -2.24, unlabeled
1.59, 1.72, unlabeled
0.999, 0.811, unlabeled
-0.186, -0.0925, unlabeled
1.23, -0.0582, unlabeled
0.603, -1.0, unlabeled
1.93, -0.842, unlabeled
-0.648, -0.631, unlabeled
-0.0338, 1.52, unlabeled
-0.271, 1.59, unlabeled
1.05, -0.362, unlabeled
-0.337, -1.45, unlabeled
0.403, -0.997, unlabeled
-0.482, 0.0903, unlabeled
-1.07, 0.256, unlabeled
1.12, 1.14, unlabeled
-0.816, 0.562, unlabeled
0.778, 0.952, unlabeled
-0.132, -1.37, unlabeled
0.316, -0.601, unlabeled
-0.587, 1.01, unlabeled
0.25, -1.1, unlabeled
-0.468, 0.245, unlabeled
-0.862, -0.0613, unlabeled
1.11, 0.57, unlabeled
1.06, -0.0553, unlabeled
0.198, -1.41, unlabeled
0.28, 0.429, unlabeled
0.863, -1.02, unlabeled
1.53, 0.368, unlabeled
-1.51, -0.196, unlabeled
-0.583, -1.05, unlabeled
-1.01, -0.211, unlabeled
1.71, 0.569, unlabeled
0.746, 0.991, unlabeled
-0.358, -1.02, unlabeled
-0.123, -1.07, unlabeled
1.35, -0.177, unlabeled
-0.509, -0.932, unlabeled
0.27, 0.0491, unlabeled
0.169, 1.86, unlabeled
0.329, 1.11, unlabeled
0.75, 1.63, unlabeled
1.09, 0.299, unlabeled
-0.425, 0.996, unlabeled
0.825, -1.28, unlabeled
-0.542, -0.739, unlabeled
1.21, 0.00827, unlabeled
-0.705, -0.93, unlabeled
-0.634, 1.21, unlabeled
0.0984, 0.629, unlabeled
-1.08, -0.0594, unlabeled
0.826, 1.5, unlabeled
1.3, -0.028, unlabeled
0.454, 1.48, unlabeled
-0.863, 0.174, unlabeled
-0.322, -0.356, unlabeled
-1.87, -1.26, unlabeled
-0.675, 1.18, unlabeled
-0.232, -1.4, unlabeled
-2.56, -0.0784, unlabeled
1.27, 0.589, unlabeled
-0.681, -0.586, unlabeled
-0.0982, 0.395, unlabeled
0.498, -1.02, unlabeled
-0.171, -1.09, unlabeled
-2.04, -0.584, unlabeled
-0.636, 1.72, unlabeled
-0.744, 0.196, unlabeled
0.287, -0.517, unlabeled
-1.13, 0.164, unlabeled
-0.0677, -0.394, unlabeled
-0.298, -1.26, unlabeled
-1.53, 0.0251, unlabeled
0.354, 1.06, unlabeled
1.02, -0.549, unlabeled
-0.484, 0.615, unlabeled
0.347, 0.414, unlabeled
0.915, 0.611, unlabeled
-0.394, -0.338, unlabeled
-0.496, 1.41, unlabeled
0.478, 1.31, unlabeled
1.22, -0.106, unlabeled
0.0325, -1.46, unlabeled
0.595, 0.546, unlabeled
0.385, -1.07, unlabeled
-0.311, -1.07, unlabeled
1.11, 0.428, unlabeled
0.404, 0.00999, unlabeled
-1.66, -0.735, unlabeled
0.62, -0.986, unlabeled
0.918, 0.82, unlabeled
0.191, 1.72, unlabeled
-1.19, 1.23, unlabeled
-0.801, -0.24, unlabeled
1.44, -1.73, unlabeled
0.584, 0.679, unlabeled
-0.551, 0.288, unlabeled
-0.467, -1.51, unlabeled
0.271, -1.28, unlabeled
0.426, 0.194, unlabeled
0.726, -0.626, unlabeled
-1.72, 0.142, unlabeled
-0.171, 0.0105, unlabeled
1.61, 1.4, unlabeled
1.43, -1.21, unlabeled
0.0681, -0.76, unlabeled
-0.0743, -1.38, unlabeled
-1.21, 0.918, unlabeled
-1.49, -0.498, unlabeled
1.12, 0.375, unlabeled
0.0486, -0.389, unlabeled
-1.49, 0.885, unlabeled
-0.914, -0.919, unlabeled
-0.593, -1.58, unlabeled
1.2, 0.298, unlabeled
1.02, 0.997, unlabeled
1.42, 1.8, unlabeled
1.37, 1.24, unlabeled
-1.42, 0.624, unlabeled
-1.37, -0.213, unlabeled
-1.07, 0.707, unlabeled
-0.114, -0.147, unlabeled
-0.0666, 0.0656, unlabeled
-0.248, 0.514, unlabeled
1.01, 1.21, unlabeled
1.33, -1.71, unlabeled
-1.21, -0.854, unlabeled
0.159, 1.51, unlabeled
1.24, 0.809, unlabeled
-2.02, -0.792, unlabeled
-0.202, 1.64, unlabeled
-1.76, -1.58, unlabeled
-1.3, -0.829, unlabeled
-0.889, -0.417, unlabeled
0.957, -0.786, unlabeled
-0.818, 0.654, unlabeled
-1.19, -0.638, unlabeled
-1.85, -0.35, unlabeled
-0.777, 1.22, unlabeled
-1.64, -1.05, unlabeled
1.42, -0.146, unlabeled
-1.58, -1.61, unlabeled
0.43, -0.654, unlabeled
-0.567, -1.14, unlabeled
-1.38, -0.32, unlabeled
1.68, -0.293, unlabeled
-0.562, -0.873, unlabeled
-1.45, -1.22, unlabeled
1.38, 0.583, unlabeled
1.07, 0.399, unlabeled
-0.689, -1.45, unlabeled
-0.537, -0.223, unlabeled
0.129, -0.889, unlabeled
2.22, 1.18, unlabeled
0.858, 0.399, unlabeled
-1.46, -0.108, unlabeled
-0.511, -0.734, unlabeled
-0.715, -1.49, unlabeled
-0.415, 1.48, unlabeled
0.814, 0.817, unlabeled
-0.524, -0.857, unlabeled
-1.32, 0.995, unlabeled
1.73, 0.979, unlabeled
-0.338, -1.33, unlabeled
-0.595, -0.651, unlabeled
0.391, -1.42, unlabeled
0.0205, 1.23, unlabeled
1.0, 1.17, unlabeled
-1.79, -0.954, unlabeled
0.1, -1.48, unlabeled
2.29, 1.22, unlabeled
-1.39, -1.09, unlabeled
-1.19, -0.529, unlabeled
-0.25, -1.23, unlabeled
0.174, 1.92, unlabeled
-0.274, 0.489, unlabeled
0.515, 0.884, unlabeled
-0.269, 1.6, unlabeled
1.25, -0.146, unlabeled
0.00921, -0.00839, unlabeled
0.415, 0.986, unlabeled
0.295, -0.273, unlabeled
0.981, 0.26, unlabeled
0.604, 0.555, unlabeled
-1.62, 1.02, unlabeled
0.939, 1.69, unlabeled
1.45, -0.507, unlabeled
1.31, 0.936, unlabeled
1.47, 1.21, unlabeled
-0.405, -1.09, unlabeled
0.268, -1.08, unlabeled
0.514, 0.715, unlabeled
-1.87, -0.78, unlabeled
0.495, 1.54, unlabeled
-0.761, 0.373, unlabeled
-1.82, 0.474, unlabeled
1.85, -0.377, unlabeled
0.137, 1.69, unlabeled
-1.04, 0.621, unlabeled
-0.76, -0.698, unlabeled
0.0337, -1.13, unlabeled
0.63, -1.23, unlabeled
1.05, 0.899, unlabeled
-1.2, -1.19, unlabeled
0.844, -0.402, unlabeled
-1.98, -0.655, unlabeled
-0.44, -1.3, unlabeled
-2.41, 0.26, unlabeled
1.33, -0.0673, unlabeled
0.757, -0.208, unlabeled
0.355, 2.08, unlabeled
1.37, 0.428, unlabeled
1.33, 0.406, unlabeled
-1.21, -0.785, unlabeled
-1.13, -0.443, unlabeled
-0.824, 0.858, unlabeled
-1.79, -0.0728, unlabeled
0.215, -1.66, unlabeled
0.288, 1.62, unlabeled
-0.929, -1.39, unlabeled
-0.434, 1.98, unlabeled
-1.15, -0.0498, unlabeled
0.904, 1.15, unlabeled
0.553, -0.159, unlabeled
0.321, 1.58, unlabeled
-0.483, 1.16, unlabeled
-0.145, 0.471, unlabeled
-0.369, 0.692, unlabeled
-1.12, 0.589, unlabeled
-0.597, 0.232, unlabeled
1.01, 0.48, unlabeled
0.914, 0.26, unlabeled
1.24, -0.687, unlabeled
0.672, 1.57, unlabeled
0.745, 0.366, unlabeled
0.689, -0.187, unlabeled
-1.5, -0.39, unlabeled
-0.99, 0.231, unlabeled
-1.43, 0.245, unlabeled
-0.119, 2.06, unlabeled
-0.834, -1.19, unlabeled
-1.49, 0.738, unlabeled
1.67, 0.0877, unlabeled
0.543, 0.913, unlabeled
-0.261, -1.27, unlabeled
1.1, -0.364, unlabeled
-0.518, -0.914, unlabeled
-0.198, -0.536, unlabeled
1.28, -0.236, unlabeled
-0.52, -1.52, unlabeled
-0.198, 1.67, unlabeled
0.8, 0.662, unlabeled
-0.59, -1.04, unlabeled
1.01, -1.05, unlabeled
-0.0936, -1.28, unlabeled
2.57, 0.989, unlabeled
-0.877, 0.263, unlabeled
0.832, 0.442, unlabeled
1.12, -0.756, unlabeled
0.847, -0.61, unlabeled
-0.386, 1.5, unlabeled
2.48, 1.21, unlabeled
-1.37, 0.968, unlabeled
-1.78, -0.572, unlabeled
-0.876, -1.0, unlabeled
-0.285, -1.1, unlabeled
-0.0247, -0.765, unlabeled
-1.14, -0.245, unlabeled
0.624, -1.31, unlabeled
0.463, 0.935, unlabeled
0.517, -0.931, unlabeled
1.64, 1.12, unlabeled
-1.32, 0.516, unlabeled
-0.651, 1.12, unlabeled
2.2, -0.665, unlabeled
-0.621, 1.11, unlabeled
0.908, 0.127, unlabeled
0.701, 0.564, unlabeled
0.928, 1.45, unlabeled
2.81, 1.3, unlabeled
1.12, -0.447, unlabeled
-1.86, -0.963, unlabeled
-0.916, 0.397, unlabeled
0.29, -0.515, unlabeled
-0.835, -1.04, unlabeled
0.945, 0.309, unlabeled
-0.336, -0.0523, unlabeled
1.39, -0.872, unlabeled
-0.947, 0.445, unlabeled
-0.142, 0.231, unlabeled
-0.158, 0.358, unlabeled
0.445, 0.135, unlabeled
-0.599, -0.965, unlabeled
0.134, -1.06, unlabeled
1.09, 0.155, unlabeled
-1.24, 0.788, unlabeled
-0.334, 0.18, unlabeled
-1.52, -0.74, unlabeled
-0.0433, 0.605, unlabeled
0.833, -0.0565, unlabeled
1.42, -0.208, unlabeled
0.336, 0.611, unlabeled
0.0584, -0.638, unlabeled
1.45, -1.24, unlabeled
-0.325, 0.388, unlabeled
-1.53, 0.501, unlabeled
1.45, 0.229, unlabeled
-1.5, 0.0847, unlabeled
1.97, 0.99, unlabeled
-0.5, -0.0595, unlabeled
0.459, 1.69, unlabeled
0.999, -1.12, unlabeled
-1.17, 0.564, unlabeled
-0.151, 1.66, unlabeled
-0.852, -0.298, unlabeled
-0.519, -1.0, unlabeled
0.238, 1.74, unlabeled
-0.783, -1.33, unlabeled
-1.39, -0.118, unlabeled
-0.769, 1.35, unlabeled
0.544, -0.842, unlabeled
1.03, -0.382, unlabeled
1.53, 0.0838, unlabeled
-0.0145, -1.15, unlabeled
0.364, 1.98, unlabeled
2.27, 0.284, unlabeled
0.202, -1.17, unlabeled
-0.807, 0.992, unlabeled
-0.855, -1.33, unlabeled
0.781, 0.911, unlabeled
0.4, 1.68, unlabeled
0.594, 1.8, unlabeled
1.25, 0.794, unlabeled
-1.82, -0.665, unlabeled
-0.487, -1.19, unlabeled
0.13, 1.38, unlabeled
1.29, -1.19, unlabeled
-0.625, -0.675, unlabeled
-0.76, -0.862, unlabeled
-0.0373, -1.32, unlabeled
-0.539, -1.39, unlabeled
-1.09, -0.463, unlabeled
-0.806, 0.941, unlabeled
-0.0868, -1.33, unlabeled
-0.954, 0.848, unlabeled
0.721, 0.731, unlabeled
0.0965, -1.1, unlabeled
1.36, 0.258, unlabeled
-1.45, -0.167, unlabeled
-0.536, 1.13, unlabeled
-0.951, -1.3, unlabeled
0.032, -1.5, unlabeled
1.21, -1.77, unlabeled
-1.07, -0.039, unlabeled
-0.308, 2.19, unlabeled
-0.23, 1.08, unlabeled
0.646, -0.932, unlabeled
-0.711, 0.465, unlabeled
1.43, -0.816, unlabeled
1.08, -0.628, unlabeled
1.09, -1.24, unlabeled
0.538, 1.38, unlabeled
-1.17, -0.073, unlabeled
-1.25, -0.286, unlabeled
0.778, -0.694, unlabeled
1.22, -1.58, unlabeled
1.46, -0.111, unlabeled
-0.784, -0.00647, unlabeled
1.66, 0.239, unlabeled
0.121, 0.219, unlabeled
-0.152, -1.11, unlabeled
-0.511, 1.5, unlabeled
-1.57, 0.378, unlabeled
-0.355, 1.28, unlabeled
-0.0202, -1.26, unlabeled
-0.855, 1.44, unlabeled
-0.0246, -0.141, unlabeled
1.5, 0.637, unlabeled
-1.12, -0.315, unlabeled
-1.24, -0.497, unlabeled
0.826, 0.84, unlabeled
0.802, 1.21, unlabeled
0.389, -0.804, unlabeled
-0.369, -1.14, unlabeled
-1.46, 0.594, unlabeled
-1.58, 0.272, unlabeled
0.686, -0.19, unlabeled
-0.992, -0.0156, unlabeled
-1.69, -0.175, unlabeled
1.23, 0.354, unlabeled
-0.422, -0.241, unlabeled
-1.21, 1.0, unlabeled
-0.568, -1.36, unlabeled
-0.581, 1.36, unlabeled
0.604, 0.374, unlabeled
-0.673, 0.313, unlabeled
0.26, 1.91, unlabeled
0.14, -0.8, unlabeled
0.0235, -0.18, unlabeled
-1.69, -1.14, unlabeled
-0.459, -1.11, unlabeled
1.31, -1.72, unlabeled
-0.138, -0.0524, unlabeled
-1.55, 0.695, unlabeled
0.433, 0.38, unlabeled
0.615, 0.375, unlabeled
0.834, 1.24, unlabeled
1.11, 0.0482, unlabeled
0.923, 0.166, unlabeled
0.605, 0.378, unlabeled
0.0175, 1.47, unlabeled
-1.43, 0.707, unlabeled
-2.32, 0.0861, unlabeled
-0.522, -1.34, unlabeled
0.786, 0.859, unlabeled
0.933, 0.716, unlabeled
-1.53, 0.39, unlabeled
0.553, -0.172, unlabeled
-1.78, -1.49, unlabeled
0.896, 0.36, unlabeled
0.289, 0.598, unlabeled
1.41, -0.447, unlabeled
1.39, 0.0609, unlabeled
1.49, 1.59, unlabeled
0.598, 0.855, unlabeled
0.262, -0.538, unlabeled
-1.43, 1.26, unlabeled
-0.381, -1.08, unlabeled
-0.859, 0.885, unlabeled
1.06, 0.913, unlabeled
0.351, -1.42, unlabeled
0.0745, -0.607, unlabeled
0.272, -1.6, unlabeled
-0.337, 1.66, unlabeled
-1.78, -1.07, unlabeled
0.351, -0.0402, unlabeled
-2.06, -1.23, unlabeled
-0.893, -1.27, unlabeled
0.265, -0.375, unlabeled
-0.555, -1.02, unlabeled
0.822, 0.501, unlabeled
0.179, 1.81, unlabeled
-0.0143, 1.55, unlabeled
0.44, 0.399, unlabeled
0.0114, -1.46, unlabeled
1.29, 0.525, unlabeled
0.845, 0.766, unlabeled
-1.55, -1.02, unlabeled
-0.698, -0.726, unlabeled
1.21, 0.306, unlabeled
0.00879, 1.47, unlabeled
-0.607, -1.6, unlabeled
1.08, 0.088, unlabeled
0.393, 1.64, unlabeled
-1.44, 0.0919, unlabeled
-0.699, -5.78E-4, unlabeled
-2.11, -1.51, unlabeled
-0.203, 1.26, unlabeled
1.18, 0.204, unlabeled
1.78, 1.35, unlabeled
-0.874, 0.719, unlabeled
1.31, 0.17, unlabeled
2.51, 1.3, unlabeled
-1.26, -0.912, unlabeled
1.45, 0.398, unlabeled
0.538, -1.25, unlabeled
-0.56, -1.41, unlabeled
0.625, 1.38, unlabeled
-1.45, -1.14, unlabeled
-3.09, -0.832, unlabeled
-0.328, 0.232, unlabeled
0.667, 1.92, unlabeled
-1.49, -0.221, unlabeled
1.98, -0.0252, unlabeled
0.974, 0.512, unlabeled
-0.214, 1.58, unlabeled
-1.94, -0.273, unlabeled
-1.8, -1.25, unlabeled
-0.994, 1.14, unlabeled
0.325, 0.213, unlabeled
-1.11, -0.44, unlabeled
1.14, -0.938, unlabeled
1.22, 0.423, unlabeled
1.32, 1.36, unlabeled
1.98, 1.27, unlabeled
0.287, -1.45, unlabeled
-0.467, -0.945, unlabeled
2.37, 1.07, unlabeled
-0.476, -1.49, unlabeled
-0.583, -1.35, unlabeled
0.731, 1.31, unlabeled
1.31, 0.328, unlabeled
0.335, 1.39, unlabeled
1.45, -0.26, unlabeled
-0.834, 1.48, unlabeled
-0.285, 1.98, unlabeled
-0.704, -0.802, unlabeled
1.81, -0.0547, unlabeled
-1.94, -0.761, unlabeled
-1.64, 0.143, unlabeled
0.595, 1.02, unlabeled
-0.0541, -1.31, unlabeled
-0.0215, 0.704, unlabeled
0.486, 0.991, unlabeled
0.409, 1.76, unlabeled
0.605, 1.28, unlabeled
-0.212, -0.155, unlabeled
-1.5, -1.22, unlabeled
0.137, -0.862, unlabeled
-1.13, 0.193, unlabeled
0.504, 0.0752, unlabeled
-0.509, -0.824, unlabeled
-1.01, -1.27, unlabeled
1.33, 1.63, unlabeled
1.05, -1.11, unlabeled
-0.109, -0.884, unlabeled
-0.479, 0.0719, unlabeled
-0.366, -0.882, unlabeled
0.342, -0.701, unlabeled
0.514, 1.52, unlabeled
0.00665, 0.0118, unlabeled
-1.96, 0.445, unlabeled
-0.621, 0.425, unlabeled
-1.49, -0.00325, unlabeled
-0.0853, -1.12, unlabeled
0.56, 1.7, unlabeled
0.152, 1.53, unlabeled
-1.8, -1.26, unlabeled
1.2, -0.213, unlabeled
2.05, -0.105, unlabeled
0.163, -1.31, unlabeled
0.383, -0.824, unlabeled
1.11, 0.205, unlabeled
1.74, -0.143, unlabeled
-0.984, 1.03, unlabeled
-0.836, -0.507, unlabeled
1.53, -1.05, unlabeled
0.146, -0.151, unlabeled
1.18, 0.392, unlabeled
2.2, 0.935, unlabeled
-0.784, -1.05, unlabeled
-0.0117, -1.34, unlabeled
-1.22, -0.107, unlabeled
0.108, -1.21, unlabeled
-0.124, 0.181, unlabeled
-0.861, -1.21, unlabeled
-1.68, -0.528, unlabeled
-1.67, -0.00451, unlabeled
1.19, 0.594, unlabeled
0.303, -0.94, unlabeled
-0.383, -1.26, unlabeled
0.816, 0.306, unlabeled
1.34, -0.261, unlabeled
-1.06, -0.549, unlabeled
0.372, -0.809, unlabeled
-0.451, 0.775, unlabeled
-0.877, -1.08, unlabeled
1.15, 0.715, unlabeled
-1.46, 0.657, unlabeled
0.272, 0.813, unlabeled
-1.18, 0.692, unlabeled
-0.961, -0.102, unlabeled
-0.672, -0.0414, unlabeled
0.0899, -1.09, unlabeled
-1.05, 0.966, unlabeled
-0.969, 1.02, unlabeled
1.95, 1.09, unlabeled
-0.845, -0.377, unlabeled
-1.08, 0.989, unlabeled
-1.29, -1.14, unlabeled
-1.03, -1.09, unlabeled
-1.3, -1.08, unlabeled
-0.756, -0.679, unlabeled
1.64, -0.152, unlabeled
0.179, -1.04, unlabeled
0.423, 1.74, unlabeled
-0.924, 1.45, unlabeled
0.468, 0.986, unlabeled
-0.528, 0.953, unlabeled
-0.519, -0.799, unlabeled
1.16, 0.978, unlabeled
-1.61, -0.39, unlabeled
-1.07, -0.306, unlabeled
-1.07, 1.3, unlabeled
-2.25, -1.96, unlabeled
-0.118, -1.26, unlabeled
-0.951, 0.533, unlabeled
-1.28, -1.12, unlabeled
-1.36, -0.324, unlabeled
-1.96, -1.09, unlabeled
-0.711, -1.13, unlabeled
-0.961, 1.0, unlabeled
-0.717, -1.03, unlabeled
0.569, 1.15, unlabeled
0.926, 0.972, unlabeled
1.76, 1.48, unlabeled
-1.16, 0.41, unlabeled
0.379, -0.755, unlabeled
1.12, 0.862, unlabeled
-1.07, 1.16, unlabeled
-1.2, -1.4, unlabeled
0.273, 1.68, unlabeled
-0.264, -1.14, unlabeled
1.8, 1.36, unlabeled
-0.251, 0.327, unlabeled
-0.755, -0.759, unlabeled
-0.0017, 0.282, unlabeled
-0.424, 2.01, unlabeled
-0.908, 1.26, unlabeled
0.974, 0.877, unlabeled
1.1, 0.604, unlabeled
0.985, 0.114, unlabeled
-0.347, -1.5, unlabeled
0.952, -1.9, unlabeled
0.262, -1.16, unlabeled
1.57, -0.566, unlabeled
-1.7, -1.16, unlabeled
1.19, 0.289, unlabeled
0.431, -1.56, unlabeled
-0.643, 1.68, unlabeled
1.35, 0.644, unlabeled
-1.7, -0.569, unlabeled
0.456, 0.278, unlabeled
-0.237, -0.0378, unlabeled
0.352, 0.333, unlabeled
0.414, 1.16, unlabeled
-1.09, 1.39, unlabeled
0.896, 1.58, unlabeled
0.407, -0.94, unlabeled
-0.299, -1.4, unlabeled
1.1, 0.131, unlabeled
-0.236, -1.54, unlabeled
-1.23, -0.336, unlabeled
1.16, -0.254, unlabeled
-0.0874, -0.948, unlabeled
0.713, 0.948, unlabeled
-0.803, -1.09, unlabeled
0.252, -0.389, unlabeled
0.403, 0.0297, unlabeled
-0.728, -0.76, unlabeled
0.198, -1.19, unlabeled
-0.847, -0.896, unlabeled
-0.961, 0.755, unlabeled
0.905, -0.994, unlabeled
0.866, -0.807, unlabeled
0.0919, -0.154, unlabeled
-1.31, 0.463, unlabeled
-1.84, -0.284, unlabeled
0.896, -1.27, unlabeled
0.977, 0.597, unlabeled
-0.576, -0.463, unlabeled
0.569, 1.62, unlabeled
0.396, -0.606, unlabeled
0.375, 1.27, unlabeled
1.29, -0.12, unlabeled
0.0545, 2.0, unlabeled
-0.414, -1.28, unlabeled
-0.175, 0.0644, unlabeled
-0.786, -1.33, unlabeled
0.552, -0.199, unlabeled
0.0643, -1.28, unlabeled
1.63, -0.56, unlabeled
-0.467, 1.3, unlabeled
0.802, 0.852, unlabeled
0.184, 1.7, unlabeled
0.378, 0.987, unlabeled
0.777, 0.312, unlabeled
0.122, 0.599, unlabeled
0.0878, -1.08, unlabeled
-0.0262, -1.18, unlabeled
0.98, 0.766, unlabeled
0.471, 1.39, unlabeled
0.308, 0.117, unlabeled
-0.345, 0.376, unlabeled
-1.43, -0.546, unlabeled
-0.226, -1.09, unlabeled
0.57, 1.42, unlabeled
1.55, -0.0305, unlabeled
-1.01, 1.07, unlabeled
-0.074, 1.97, unlabeled
-0.346, -1.5, unlabeled
1.16, -1.1, unlabeled
-0.541, -0.332, unlabeled
0.413, 0.473, unlabeled
-1.51, 0.384, unlabeled
1.26, 1.21, unlabeled
0.0489, -1.36, unlabeled
-0.803, 1.25, unlabeled
-0.00948, -0.336, unlabeled
0.923, 1.54, unlabeled
0.178, -1.24, unlabeled
0.263, -1.48, unlabeled
0.627, -0.0629, unlabeled
-0.601, -0.539, unlabeled
-0.364, -0.0828, unlabeled
0.52, 1.21, unlabeled
-0.241, -0.374, unlabeled
-0.155, 1.29, unlabeled
0.883, -1.0, unlabeled
-0.615, -0.97, unlabeled
-0.575, -1.62, unlabeled
1.3, -1.28, unlabeled
-0.102, -0.13, unlabeled
-0.259, 1.52, unlabeled
-0.61, -0.306, unlabeled
0.0379, -1.64, unlabeled
1.33, 0.335, unlabeled
0.499, -1.17, unlabeled
2.07, 1.21, unlabeled
-0.811, -1.15, unlabeled
0.848, 0.402, unlabeled
-0.501, 0.0787, unlabeled
-0.232, 0.626, unlabeled
1.49, 1.55, unlabeled
0.614, -0.705, unlabeled
0.0652, -0.766, unlabeled
0.139, -0.803, unlabeled
-0.262, 1.71, unlabeled
1.44, 0.276, unlabeled
-0.926, 0.694, unlabeled
1.22, 0.217, unlabeled
-1.23, -0.308, unlabeled
-0.753, -1.08, unlabeled
0.676, 0.892, unlabeled
-1.38, 0.678, unlabeled
-0.768, -0.0166, unlabeled
-1.24, -0.72, unlabeled
-1.67, -0.875, unlabeled
-0.878, -1.46, unlabeled
-0.153, -1.15, unlabeled
0.901, -0.952, unlabeled
-0.104, -1.09, unlabeled
0.85, 0.726, unlabeled
-0.472, 0.267, unlabeled
-1.13, -1.06, unlabeled
0.255, 0.412, unlabeled
0.123, -1.62, unlabeled
0.433, 1.65, unlabeled
0.49, -0.0477, unlabeled
0.155, 0.0373, unlabeled
1.45, -1.25, unlabeled
-0.588, -1.35, unlabeled
-0.533, 1.22, unlabeled
0.447, -1.18, unlabeled
0.0544, -1.59, unlabeled
0.247, 1.65, unlabeled
0.707, 0.948, unlabeled
0.185, 0.261, unlabeled
0.271, -0.591, unlabeled
0.0109, -0.378, unlabeled
-0.387, 0.104, unlabeled
2.18, 1.13, unlabeled
-0.729, 1.37, unlabeled
2.17, 1.45, unlabeled
-0.254, -0.932, unlabeled
-1.84, -0.865, unlabeled
-1.67, 0.88, unlabeled
-0.95, 0.144, unlabeled
-1.11, -0.351, unlabeled
-0.85, 0.963, unlabeled
0.869, 0.576, unlabeled
0.502, -0.536, unlabeled
2.34, 1.16, unlabeled
-0.0931, 1.52, unlabeled
-0.874, 0.922, unlabeled
-0.88, 0.407, unlabeled
0.465, -1.26, unlabeled
0.226, -1.38, unlabeled
0.637, 1.25, unlabeled
-1.55, 0.121, unlabeled
1.48, 1.01, unlabeled
-0.292, -1.32, unlabeled
-0.891, 1.0, unlabeled
0.283, -1.56, unlabeled
-1.51, -0.276, unlabeled
0.584, -0.212, unlabeled
0.434, -0.189, unlabeled
0.0745, 1.78, unlabeled
-0.748, -0.034, unlabeled
1.17, 0.426, unlabeled
-0.163, -0.398, unlabeled
-2.34, 0.246, unlabeled
1.25, 0.555, unlabeled
0.487, 1.45, unlabeled
1.75, -1.03, unlabeled
-0.78, -0.43, unlabeled
-1.57, -0.772, unlabeled
1.4, -1.13, unlabeled
0.602, 1.06, unlabeled
-0.88, -1.27, unlabeled
-1.12, -0.297, unlabeled
0.399, -1.48, unlabeled
1.21, 0.227, unlabeled
-0.943, -1.26, unlabeled
-0.615, -1.36, unlabeled
2.01, -0.695, unlabeled
0.351, -0.964, unlabeled
1.43, 0.498, unlabeled
0.552, -0.244, unlabeled
-0.712, -1.1, unlabeled
1.45, 0.273, unlabeled
-0.625, -1.14, unlabeled
1.28, 0.691, unlabeled
1.12, 0.822, unlabeled
-1.6, -1.32, unlabeled
-0.756, -0.943, unlabeled
0.386, 1.55, unlabeled
1.97, 0.041, unlabeled
-0.596, -1.33, unlabeled
-0.339, 0.806, unlabeled
-1.08, -1.17, unlabeled
0.996, 0.225, unlabeled
-0.23, 2.0, unlabeled
-1.07, -0.017, unlabeled
1.09, 1.03, unlabeled
0.431, 1.64, unlabeled
-0.453, -0.0737, unlabeled
-1.4, 0.475, unlabeled
1.88, -1.13, unlabeled
1.31, 0.208, unlabeled
-1.13, 0.928, unlabeled
0.995, 0.131, unlabeled
-0.0932, 0.472, unlabeled
-1.29, -0.754, unlabeled
-0.477, 0.676, unlabeled
-0.595, 0.625, unlabeled
-0.974, -0.818, unlabeled
-0.654, -0.999, unlabeled
-0.899, 0.0621, unlabeled
0.354, -1.19, unlabeled
-1.68, 0.93, unlabeled
-0.843, -1.08, unlabeled
1.29, 0.488, unlabeled
-0.772, 0.933, unlabeled
1.3, 0.749, unlabeled
-0.436, 1.45, unlabeled
-0.69, -1.33, unlabeled
0.315, -0.182, unlabeled
-0.347, -0.556, unlabeled
-0.84, -1.05, unlabeled
-1.6, -1.44, unlabeled
-1.62, 0.593, unlabeled
-0.381, -0.959, unlabeled
-1.33, -0.861, unlabeled
-0.58, -1.09, unlabeled
-0.389, -1.32, unlabeled
0.0762, -1.27, unlabeled
1.2, -0.754, unlabeled
0.56, 1.18, unlabeled
-0.791, -1.26, unlabeled
-0.714, -1.36, unlabeled
-0.488, -1.31, unlabeled
0.328, 1.28, unlabeled
1.02, 0.72, unlabeled
-0.481, -0.904, unlabeled
-0.391, 1.32, unlabeled
-0.944, 1.02, unlabeled
-1.14, 0.304, unlabeled
-0.628, -0.267, unlabeled
-0.693, -0.113, unlabeled
-0.288, 0.385, unlabeled
1.09, -1.37, unlabeled
-0.145, -1.39, unlabeled
0.56, -1.05, unlabeled
1.17, 0.868, unlabeled
0.121, 1.72, unlabeled
0.948, 1.41, unlabeled
-1.73, 0.562, unlabeled
0.0852, -0.852, unlabeled
-0.639, 1.28, unlabeled
-1.63, 0.293, unlabeled
-0.503, 1.35, unlabeled
0.0991, -1.05, unlabeled
0.732, 0.493, unlabeled
0.621, 1.32, unlabeled
0.637, 0.984, unlabeled
1.18, 0.913, unlabeled
